date,ticker,actual,predicted
2024-09-20,AAPL,228.1999969482422,228.72667
2024-09-23,AAPL,226.47000122070312,226.85315
2024-09-24,AAPL,227.36999511718753,227.22185
2024-09-25,AAPL,226.3699951171875,227.65016
2024-09-26,AAPL,227.5200042724609,226.79561
2024-09-27,AAPL,227.7899932861328,227.8336
2024-09-30,AAPL,233.0,227.65529
2024-10-01,AAPL,226.2100067138672,231.42433
2024-10-02,AAPL,226.77999877929688,225.75949
2024-10-03,AAPL,225.6699981689453,228.39854
2024-10-04,AAPL,226.8000030517578,225.9294
2024-10-07,AAPL,221.69000244140625,227.69351
2024-10-08,AAPL,225.7700042724609,223.06532
2024-10-09,AAPL,229.5399932861328,227.71042
2024-10-10,AAPL,229.0399932861328,228.2963
2024-10-11,AAPL,227.5500030517578,228.2758
2024-10-14,AAPL,231.30000305175778,227.52599
2024-10-15,AAPL,233.8500061035156,230.5076
2024-10-16,AAPL,231.77999877929688,230.90681
2024-10-17,AAPL,232.1499938964844,229.89958
2024-10-18,AAPL,235.0,230.76117
2024-10-21,AAPL,236.47999572753903,232.05089
2024-10-22,AAPL,235.8600006103516,232.44667
2024-10-23,AAPL,230.75999450683594,232.19391
2024-10-24,AAPL,230.57000732421872,229.37738
2024-10-25,AAPL,231.41000366210935,230.14452
2024-10-28,AAPL,233.3999938964844,229.8011
2024-09-20,AMZN,191.6000061035156,191.88475
2024-09-23,AMZN,193.8800048828125,191.63446
2024-09-24,AMZN,193.9600067138672,195.77931
2024-09-25,AMZN,192.52999877929688,195.14838
2024-09-26,AMZN,191.16000366210935,195.34648
2024-09-27,AMZN,187.97000122070312,193.24171
2024-09-30,AMZN,186.3300018310547,189.82687
2024-10-01,AMZN,185.1300048828125,188.27649
2024-10-02,AMZN,184.75999450683597,186.1094
2024-10-03,AMZN,181.9600067138672,186.12617
2024-10-04,AMZN,186.50999450683597,183.14012
2024-10-07,AMZN,180.8000030517578,188.87502
2024-10-08,AMZN,182.72000122070312,181.02182
2024-10-09,AMZN,185.1699981689453,187.20064
2024-10-10,AMZN,186.6499938964844,185.76445
2024-10-11,AMZN,188.82000732421875,188.95251
2024-10-14,AMZN,187.5399932861328,190.32391
2024-10-15,AMZN,187.69000244140625,189.83022
2024-10-16,AMZN,186.88999938964844,190.79369
2024-10-17,AMZN,187.52999877929688,188.95224
2024-10-18,AMZN,188.9900054931641,190.05716
2024-10-21,AMZN,189.07000732421875,190.09306
2024-10-22,AMZN,189.6999969482422,190.53064
2024-10-23,AMZN,184.7100067138672,191.55696
2024-10-24,AMZN,186.3800048828125,186.38326
2024-10-25,AMZN,187.8300018310547,190.19833
2024-10-28,AMZN,188.38999938964844,188.12277
2024-09-20,GOOGL,163.58999633789062,162.01028
2024-09-23,GOOGL,161.85000610351562,163.93465
2024-09-24,GOOGL,162.2899932861328,163.879
2024-09-25,GOOGL,161.49000549316406,163.76799
2024-09-26,GOOGL,162.72999572753906,163.31717
2024-09-27,GOOGL,163.9499969482422,163.68071
2024-09-30,GOOGL,165.85000610351562,164.56642
2024-10-01,GOOGL,166.99000549316406,165.95964
2024-10-02,GOOGL,165.86000061035156,167.2665
2024-10-03,GOOGL,165.86000061035156,167.31302
2024-10-04,GOOGL,167.05999755859375,167.39545
2024-10-07,GOOGL,162.97999572753906,168.21379
2024-10-08,GOOGL,164.3800048828125,166.39844
2024-10-09,GOOGL,161.86000061035156,165.9388
2024-10-10,GOOGL,162.0800018310547,164.39359
2024-10-11,GOOGL,163.24000549316406,163.45691
2024-10-14,GOOGL,164.9600067138672,163.63193
2024-10-15,GOOGL,165.4600067138672,164.7261
2024-10-16,GOOGL,165.16000366210938,165.6255
2024-10-17,GOOGL,162.92999267578125,165.9399
2024-10-18,GOOGL,163.4199981689453,165.00983
2024-10-21,GOOGL,164.07000732421875,164.87709
2024-10-22,GOOGL,165.13999938964844,165.21106
2024-10-23,GOOGL,162.77999877929688,165.91486
2024-10-24,GOOGL,162.72000122070312,164.82385
2024-10-25,GOOGL,165.27000427246094,164.05457
2024-10-28,GOOGL,166.72000122070312,165.19302
2024-09-20,META,561.3499755859375,545.42883
2024-09-23,META,564.4099731445312,544.72784
2024-09-24,META,563.3300170898438,551.4816
2024-09-25,META,568.3099975585938,548.47107
2024-09-26,META,567.8400268554688,553.8757
2024-09-27,META,567.3599853515625,550.5065
2024-09-30,META,572.4400024414062,552.45026
2024-10-01,META,576.469970703125,553.916
2024-10-02,META,572.8099975585938,556.52875
2024-10-03,META,582.77001953125,554.0774
2024-10-04,META,595.9400024414062,562.1158
2024-10-07,META,584.780029296875,567.36755
2024-10-08,META,592.8900146484375,561.36523
2024-10-09,META,590.510009765625,570.91516
2024-10-10,META,583.8300170898438,563.1364
2024-10-11,META,589.9500122070312,564.2316
2024-10-14,META,590.4199829101562,564.91016
2024-10-15,META,586.27001953125,564.64087
2024-10-16,META,576.7899780273438,562.45386
2024-10-17,META,576.9299926757812,556.87573
2024-10-18,META,576.469970703125,557.4235
2024-10-21,META,575.1599731445312,554.37787
2024-10-22,META,582.010009765625,555.14935
2024-10-23,META,563.6900024414062,558.7272
2024-10-24,META,567.780029296875,546.1133
2024-10-25,META,573.25,553.86334
2024-10-28,META,578.1599731445312,550.60565
2024-09-20,MSFT,435.2699890136719,438.34253
2024-09-23,MSFT,433.510009765625,433.05032
2024-09-24,MSFT,429.1700134277344,434.43173
2024-09-25,MSFT,432.10998535156244,429.33002
2024-09-26,MSFT,431.3099975585937,432.25522
2024-09-27,MSFT,428.0199890136719,429.6925
2024-09-30,MSFT,430.2999877929688,428.1861
2024-10-01,MSFT,420.6900024414063,430.13248
2024-10-02,MSFT,417.13000488281244,421.32532
2024-10-03,MSFT,416.5400085449219,419.9529
2024-10-04,MSFT,416.05999755859375,417.0825
2024-10-07,MSFT,409.5400085449218,416.4097
2024-10-08,MSFT,414.7099914550781,411.2411
2024-10-09,MSFT,417.4599914550781,415.76312
2024-10-10,MSFT,415.83999633789057,417.0409
2024-10-11,MSFT,416.32000732421875,416.9411
2024-10-14,MSFT,419.14001464843744,417.74896
2024-10-15,MSFT,418.739990234375,419.6205
2024-10-16,MSFT,416.11999511718756,419.19342
2024-10-17,MSFT,416.7200012207031,417.4973
2024-10-18,MSFT,418.1600036621093,417.821
2024-10-21,MSFT,418.7799987792969,418.4014
2024-10-22,MSFT,427.510009765625,419.07635
2024-10-23,MSFT,424.6000061035156,426.6335
2024-10-24,MSFT,424.7300109863281,424.0865
2024-10-25,MSFT,428.14999389648443,426.2304
2024-10-28,MSFT,426.5899963378906,428.07568
2024-09-20,NVDA,116.0,114.688286
2024-09-23,NVDA,116.26000213623048,114.35368
2024-09-24,NVDA,120.87000274658203,113.54383
2024-09-25,NVDA,123.51000213623048,117.17078
2024-09-26,NVDA,124.04000091552734,119.8685
2024-09-27,NVDA,121.4000015258789,119.77131
2024-09-30,NVDA,121.44000244140624,117.95894
2024-10-01,NVDA,117.0,117.90502
2024-10-02,NVDA,118.8499984741211,115.08901
2024-10-03,NVDA,122.8499984741211,115.417946
2024-10-04,NVDA,124.91999816894531,119.016426
2024-10-07,NVDA,127.72000122070312,120.63662
2024-10-08,NVDA,132.88999938964844,122.266945
2024-10-09,NVDA,132.64999389648438,126.32975
2024-10-10,NVDA,134.80999755859375,126.22774
2024-10-11,NVDA,134.8000030517578,127.101906
2024-10-14,NVDA,138.07000732421875,127.71044
2024-10-15,NVDA,131.60000610351562,129.53175
2024-10-16,NVDA,135.72000122070312,125.13519
2024-10-17,NVDA,136.92999267578125,127.375465
2024-10-18,NVDA,138.0,129.4688
2024-10-21,NVDA,143.7100067138672,128.92522
2024-10-22,NVDA,143.58999633789062,133.00021
2024-10-23,NVDA,139.55999755859375,133.07529
2024-10-24,NVDA,140.41000366210938,129.38412
2024-10-25,NVDA,141.5399932861328,130.82283
2024-10-28,NVDA,140.52000427246094,131.9971
2024-09-20,TSLA,238.25,239.29706
2024-09-23,TSLA,249.99999999999997,236.02533
2024-09-24,TSLA,254.27000427246094,243.02126
2024-09-25,TSLA,257.0199890136719,247.88173
2024-09-26,TSLA,254.2200012207031,246.65434
2024-09-27,TSLA,260.4599914550781,245.55191
2024-09-30,TSLA,261.6300048828125,246.59816
2024-10-01,TSLA,258.0199890136719,245.74345
2024-10-02,TSLA,249.0200042724609,243.09645
2024-10-03,TSLA,240.66000366210935,240.32259
2024-10-04,TSLA,250.0800018310547,237.20584
2024-10-07,TSLA,240.8300018310547,238.5708
2024-10-08,TSLA,244.5,235.46437
2024-10-09,TSLA,241.0500030517578,235.02585
2024-10-10,TSLA,238.7700042724609,234.88542
2024-10-11,TSLA,217.8000030517578,232.56212
2024-10-14,TSLA,219.16000366210935,223.39099
2024-10-15,TSLA,219.57000732421875,218.98557
2024-10-16,TSLA,221.3300018310547,218.48637
