date,ticker,actual,predicted
2024-09-20,AAPL,228.1999969482422,223.26546
2024-09-23,AAPL,226.47000122070312,224.52412
2024-09-24,AAPL,227.36999511718753,223.5316
2024-09-25,AAPL,226.3699951171875,223.37209
2024-09-26,AAPL,227.5200042724609,223.50378
2024-09-27,AAPL,227.7899932861328,224.17393
2024-09-30,AAPL,233.0,224.325
2024-10-01,AAPL,226.2100067138672,227.1354
2024-10-02,AAPL,226.77999877929688,224.68819
2024-10-03,AAPL,225.6699981689453,223.34445
2024-10-04,AAPL,226.8000030517578,222.39926
2024-10-07,AAPL,221.69000244140625,223.46979
2024-10-08,AAPL,225.7700042724609,220.75784
2024-10-09,AAPL,229.5399932861328,221.6059
2024-10-10,AAPL,229.0399932861328,224.18588
2024-10-11,AAPL,227.5500030517578,225.2948
2024-10-14,AAPL,231.30000305175778,224.08379
2024-10-15,AAPL,233.8500061035156,225.64404
2024-10-16,AAPL,231.77999877929688,228.23106
2024-10-17,AAPL,232.1499938964844,228.05872
2024-10-18,AAPL,235.0,227.4354
2024-10-21,AAPL,236.47999572753903,229.02672
2024-10-22,AAPL,235.8600006103516,230.77562
2024-10-23,AAPL,230.75999450683594,230.69603
2024-10-24,AAPL,230.57000732421872,227.6906
2024-10-25,AAPL,231.41000366210935,226.46236
2024-10-28,AAPL,233.3999938964844,226.70929
2024-09-20,AMZN,191.6000061035156,187.65735
2024-09-23,AMZN,193.8800048828125,189.1351
2024-09-24,AMZN,193.9600067138672,192.31616
2024-09-25,AMZN,192.52999877929688,193.186
2024-09-26,AMZN,191.16000366210935,193.195
2024-09-27,AMZN,187.97000122070312,191.83281
2024-09-30,AMZN,186.3300018310547,189.10818
2024-10-01,AMZN,185.1300048828125,187.2691
2024-10-02,AMZN,184.75999450683597,185.39926
2024-10-03,AMZN,181.9600067138672,185.00165
2024-10-04,AMZN,186.50999450683597,183.12802
2024-10-07,AMZN,180.8000030517578,186.21393
2024-10-08,AMZN,182.72000122070312,182.46907
2024-10-09,AMZN,185.1699981689453,184.66019
2024-10-10,AMZN,186.6499938964844,184.57524
2024-10-11,AMZN,188.82000732421875,186.28651
2024-10-14,AMZN,187.5399932861328,187.78195
2024-10-15,AMZN,187.69000244140625,188.1795
2024-10-16,AMZN,186.88999938964844,188.4499
2024-10-17,AMZN,187.52999877929688,187.30997
2024-10-18,AMZN,188.9900054931641,187.82533
2024-10-21,AMZN,189.07000732421875,187.7183
2024-10-22,AMZN,189.6999969482422,188.34898
2024-10-23,AMZN,184.7100067138672,189.28668
2024-10-24,AMZN,186.3800048828125,186.64142
2024-10-25,AMZN,187.8300018310547,187.53505
2024-10-28,AMZN,188.38999938964844,186.8602
2024-09-20,GOOGL,163.58999633789062,161.42044
2024-09-23,GOOGL,161.85000610351562,163.35338
2024-09-24,GOOGL,162.2899932861328,162.94148
2024-09-25,GOOGL,161.49000549316406,163.00342
2024-09-26,GOOGL,162.72999572753906,162.60924
2024-09-27,GOOGL,163.9499969482422,162.94957
2024-09-30,GOOGL,165.85000610351562,163.90938
2024-10-01,GOOGL,166.99000549316406,165.09915
2024-10-02,GOOGL,165.86000061035156,166.21373
2024-10-03,GOOGL,165.86000061035156,165.81335
2024-10-04,GOOGL,167.05999755859375,165.84636
2024-10-07,GOOGL,162.97999572753906,166.92834
2024-10-08,GOOGL,164.3800048828125,164.7946
2024-10-09,GOOGL,161.86000061035156,164.9743
2024-10-10,GOOGL,162.0800018310547,163.64526
2024-10-11,GOOGL,163.24000549316406,162.74655
2024-10-14,GOOGL,164.9600067138672,163.25822
2024-10-15,GOOGL,165.4600067138672,164.00012
2024-10-16,GOOGL,165.16000366210938,164.70049
2024-10-17,GOOGL,162.92999267578125,164.73836
2024-10-18,GOOGL,163.4199981689453,163.57782
2024-10-21,GOOGL,164.07000732421875,163.87611
2024-10-22,GOOGL,165.13999938964844,164.25812
2024-10-23,GOOGL,162.77999877929688,164.9904
2024-10-24,GOOGL,162.72000122070312,163.79057
2024-10-25,GOOGL,165.27000427246094,163.28749
2024-10-28,GOOGL,166.72000122070312,164.66626
2024-09-20,META,561.3499755859375,501.25986
2024-09-23,META,564.4099731445312,505.3793
2024-09-24,META,563.3300170898438,509.49335
2024-09-25,META,568.3099975585938,510.23917
2024-09-26,META,567.8400268554688,511.2554
2024-09-27,META,567.3599853515625,512.7475
2024-09-30,META,572.4400024414062,514.1751
2024-10-01,META,576.469970703125,516.502
2024-10-02,META,572.8099975585938,517.1364
2024-10-03,META,582.77001953125,516.5729
2024-10-04,META,595.9400024414062,520.184
2024-10-07,META,584.780029296875,525.2359
2024-10-08,META,592.8900146484375,524.09296
2024-10-09,META,590.510009765625,528.0068
2024-10-10,META,583.8300170898438,526.97534
2024-10-11,META,589.9500122070312,524.63275
2024-10-14,META,590.4199829101562,527.547
2024-10-15,META,586.27001953125,527.57745
2024-10-16,META,576.7899780273438,526.44086
2024-10-17,META,576.9299926757812,522.55554
2024-10-18,META,576.469970703125,520.3452
2024-10-21,META,575.1599731445312,518.7224
2024-10-22,META,582.010009765625,518.3688
2024-10-23,META,563.6900024414062,521.1962
2024-10-24,META,567.780029296875,514.6947
2024-10-25,META,573.25,513.6504
2024-10-28,META,578.1599731445312,514.1059
2024-09-20,MSFT,435.2699890136719,432.9707
2024-09-23,MSFT,433.510009765625,432.40674
2024-09-24,MSFT,429.1700134277344,430.20853
2024-09-25,MSFT,432.10998535156244,427.81085
2024-09-26,MSFT,431.3099975585937,427.07498
2024-09-27,MSFT,428.0199890136719,427.55066
2024-09-30,MSFT,430.2999877929688,424.387
2024-10-01,MSFT,420.6900024414063,426.83646
2024-10-02,MSFT,417.13000488281244,418.69357
2024-10-03,MSFT,416.5400085449219,415.84076
2024-10-04,MSFT,416.05999755859375,414.2855
2024-10-07,MSFT,409.5400085449218,412.8309
2024-10-08,MSFT,414.7099914550781,410.09805
2024-10-09,MSFT,417.4599914550781,411.42233
2024-10-10,MSFT,415.83999633789057,413.98276
2024-10-11,MSFT,416.32000732421875,413.50726
2024-10-14,MSFT,419.14001464843744,415.5482
2024-10-15,MSFT,418.739990234375,416.7286
2024-10-16,MSFT,416.11999511718756,417.48282
2024-10-17,MSFT,416.7200012207031,415.6624
2024-10-18,MSFT,418.1600036621093,415.74026
2024-10-21,MSFT,418.7799987792969,416.644
2024-10-22,MSFT,427.510009765625,416.98056
2024-10-23,MSFT,424.6000061035156,421.8391
2024-10-24,MSFT,424.7300109863281,422.15024
2024-10-25,MSFT,428.14999389648443,422.68814
2024-10-28,MSFT,426.5899963378906,424.3446
2024-09-20,NVDA,116.0,115.670616
2024-09-23,NVDA,116.26000213623048,115.27176
2024-09-24,NVDA,120.87000274658203,114.78143
2024-09-25,NVDA,123.51000213623048,115.81898
2024-09-26,NVDA,124.04000091552734,118.104866
2024-09-27,NVDA,121.4000015258789,119.01834
2024-09-30,NVDA,121.44000244140624,119.423065
2024-10-01,NVDA,117.0,118.610886
2024-10-02,NVDA,118.8499984741211,116.55577
2024-10-03,NVDA,122.8499984741211,116.038795
2024-10-04,NVDA,124.91999816894531,118.49297
2024-10-07,NVDA,127.72000122070312,120.49221
2024-10-08,NVDA,132.88999938964844,121.79935
2024-10-09,NVDA,132.64999389648438,125.42261
2024-10-10,NVDA,134.80999755859375,126.39294
2024-10-11,NVDA,134.8000030517578,128.51031
2024-10-14,NVDA,138.07000732421875,129.82304
2024-10-15,NVDA,131.60000610351562,132.0865
2024-10-16,NVDA,135.72000122070312,129.88742
2024-10-17,NVDA,136.92999267578125,130.3766
2024-10-18,NVDA,138.0,131.2376
