ticker,target,model,MAE,MAPE,RMSE,A_MAE,cov_1.0σ,cov_1.5σ,cov_2.0σ,width_1.0σ,width_1.5σ,width_2.0σ
GOOGL,gap,LightGBM,1.2055513912991,0.7402193718027662,1.5032094816998427,0.39227224915680586,0.5319148936170213,0.723404255319149,0.8297872340425532,1.2751323784427429,1.912698567664113,2.5502647568854857
GOOGL,cc,LightGBM,1.602483989774355,1.0037397166425883,2.3125548477410303,0.582661845336663,0.5957446808510638,0.6808510638297872,0.7659574468085106,1.6749720874455674,2.512458131168351,3.3499441748911347
