ticker,target,model,MAE,MAPE,RMSE,A_MAE,cov_1.0σ,cov_1.5σ,cov_2.0σ,width_1.0σ,width_1.5σ,width_2.0σ
GOOGL,gap,Ridge,2.1972827859336483,1.360882056276754,2.590646991347905,1.517716019088656,0.23404255319148937,0.3404255319148936,0.46808510638297873,1.2751323784427453,1.9126985676641177,2.5502647568854906
GOOGL,cc,Ridge,2.5807261897629252,1.594139566640312,3.2101617497163204,1.9539045803344046,0.3404255319148936,0.48936170212765956,0.5957446808510638,1.674972087445568,2.5124581311683523,3.349944174891136
