ticker,target,model,MAE,MAE_std,MAPE,MAPE_std,RMSE,RMSE_std
GOOGL,gap,LSTM,1.7064373807823745,0.3716405871507448,1.0511735541267506,0.22866132848611045,2.0203789313900855,0.35059560090045316
GOOGL,cc,LSTM,1.8938880796771589,0.18252552431795915,1.1747803396498526,0.1112203165512548,2.226679569263512,0.18632176893964758
