date,ticker,finbert_score
2023-11-13,AAPL,0.0
2023-11-13,AMZN,-0.5
2023-11-13,MSFT,0.0
2023-11-13,TSLA,-0.532
2023-11-14,AAPL,1.0
2023-11-14,AMZN,-0.16999999999999998
2023-11-14,GOOGL,-1.0
2023-11-14,MSFT,-0.33
2023-11-14,NVDA,-1.0
2023-11-14,TSLA,-1.0
2023-11-15,GOOGL,-0.16999999999999998
2023-11-15,NVDA,0.0
2023-11-15,TSLA,-1.0
2023-11-16,AAPL,-0.27666666666666667
2023-11-16,AMZN,-0.2427272727272727
2023-11-16,GOOGL,-0.665
2023-11-16,META,-1.0
2023-11-16,MSFT,0.5533333333333333
2023-11-16,TSLA,-0.3333333333333333
2023-11-17,AAPL,-0.33
2023-11-17,AMZN,-0.75
2023-11-17,META,-1.0
2023-11-17,MSFT,-0.41500000000000004
2023-11-17,NVDA,1.0
2023-11-20,GOOGL,-0.5
2023-11-20,META,-0.33
2023-11-20,TSLA,-0.33
2023-11-21,AAPL,0.33499999999999996
2023-11-21,AMZN,1.0
2023-11-21,MSFT,-0.5825
2023-11-21,NVDA,1.0
2023-11-21,TSLA,-1.0
2023-11-22,AAPL,0.0
2023-11-22,AMZN,-0.46799999999999997
2023-11-22,GOOGL,-1.0
2023-11-22,META,-1.0
2023-11-22,MSFT,-0.09714285714285713
2023-11-22,NVDA,0.5242857142857142
2023-11-24,AMZN,-0.6666666666666666
2023-11-24,META,-1.0
2023-11-24,NVDA,0.16999999999999998
2023-11-24,TSLA,-0.165
2023-11-27,AAPL,-0.665
2023-11-27,AMZN,-1.0
2023-11-27,META,0.0
2023-11-27,TSLA,-0.375
2023-11-28,AAPL,0.0
2023-11-28,AMZN,-0.03777777777777777
2023-11-28,MSFT,-0.5
2023-11-28,NVDA,0.0
2023-11-28,TSLA,0.0
2023-11-29,AAPL,0.66
2023-11-29,AMZN,0.0
2023-11-29,GOOGL,0.0
2023-11-29,META,-1.0
2023-11-29,MSFT,0.0
2023-11-29,NVDA,1.0
2023-11-29,TSLA,-0.5
2023-11-30,AAPL,-0.3325
2023-11-30,AMZN,-0.5
2023-11-30,MSFT,0.2233333333333333
2023-12-01,AAPL,-0.22
2023-12-01,AMZN,-0.6666666666666666
2023-12-01,META,-0.665
2023-12-01,MSFT,-1.0
2023-12-01,TSLA,-1.0
2023-12-04,AAPL,-0.056666666666666664
2023-12-04,AMZN,-1.0
2023-12-04,META,-0.8
2023-12-04,NVDA,0.0
2023-12-04,TSLA,-0.33
2023-12-05,AMZN,-1.0
2023-12-06,AMZN,-1.0
2023-12-06,GOOGL,0.0
2023-12-06,META,-1.0
2023-12-06,MSFT,-1.0
2023-12-06,NVDA,-1.0
2023-12-06,TSLA,-0.66
2023-12-07,AAPL,-1.0
2023-12-07,GOOGL,0.398
2023-12-07,META,0.0
2023-12-07,TSLA,-0.6657142857142857
2023-12-08,AAPL,-0.585
2023-12-08,AMZN,0.0825
2023-12-08,META,0.66
2023-12-08,MSFT,-0.2944444444444445
2023-12-08,NVDA,0.0
2023-12-08,TSLA,-0.6679999999999999
2023-12-11,AMZN,0.165
2023-12-11,MSFT,0.0
2023-12-11,NVDA,-0.13599999999999998
2023-12-12,AAPL,-0.165
2023-12-12,AMZN,-0.5
2023-12-12,GOOGL,-0.75
2023-12-12,MSFT,-1.0
2023-12-12,NVDA,-1.0
2023-12-13,AAPL,-0.27666666666666667
2023-12-13,GOOGL,-0.5
2023-12-13,META,-0.33
2023-12-13,NVDA,-1.0
2023-12-13,TSLA,-1.0
2023-12-14,AAPL,0.0
2023-12-14,AMZN,-0.5
2023-12-14,GOOGL,-0.3333333333333333
2023-12-14,META,-0.3333333333333333
2023-12-14,TSLA,-0.915
2023-12-15,AAPL,-0.66
2023-12-15,GOOGL,-0.33
2023-12-15,META,-1.0
2023-12-15,MSFT,-1.0
2023-12-15,TSLA,-0.66
2023-12-18,AAPL,-0.8325
2023-12-18,AMZN,-0.3333333333333333
2023-12-18,TSLA,-0.33
2023-12-19,AAPL,-0.666
2023-12-19,AMZN,1.0
2023-12-19,GOOGL,-0.6666666666666666
2023-12-19,NVDA,0.0
2023-12-19,TSLA,-0.7766666666666667
2023-12-20,AAPL,-0.5714285714285714
2023-12-20,AMZN,1.0
2023-12-20,GOOGL,-1.0
2023-12-20,META,-0.665
2023-12-20,MSFT,-0.5
2023-12-20,TSLA,-1.0
2023-12-21,AAPL,-1.0
2023-12-21,AMZN,-0.585
2023-12-21,GOOGL,-0.33
2023-12-21,MSFT,-1.0
2023-12-21,NVDA,1.0
2023-12-21,TSLA,-1.0
2023-12-22,TSLA,-0.25
2023-12-26,AMZN,-0.33
2023-12-26,NVDA,0.33
2023-12-27,AAPL,-0.375
2023-12-27,AMZN,-0.5
2023-12-27,META,1.0
2023-12-27,MSFT,-1.0
2023-12-27,NVDA,0.0
2023-12-27,TSLA,0.11
2023-12-28,AAPL,-0.665
2023-12-28,AMZN,-0.11
2023-12-28,MSFT,0.8300000000000001
2023-12-28,NVDA,-1.0
2023-12-28,TSLA,0.0
2023-12-29,AMZN,-0.5
2023-12-29,GOOGL,-1.0
2023-12-29,META,1.0
2023-12-29,NVDA,-0.33
2024-01-02,AAPL,-0.33166666666666667
2024-01-02,AMZN,-0.33
2024-01-02,META,1.0
2024-01-02,NVDA,0.0
2024-01-02,TSLA,0.18222222222222223
2024-01-03,AMZN,0.0
2024-01-03,GOOGL,-1.0
2024-01-03,TSLA,-0.198
2024-01-04,AMZN,-1.0
2024-01-04,NVDA,-1.0
2024-01-04,TSLA,0.0
2024-01-05,AAPL,-0.8866666666666667
2024-01-05,GOOGL,0.0
2024-01-05,TSLA,-1.0
2024-01-08,AAPL,-0.2857142857142857
2024-01-08,GOOGL,-1.0
2024-01-08,NVDA,-0.5825
2024-01-08,TSLA,-0.66
2024-01-09,AAPL,-0.55
2024-01-09,AMZN,-1.0
2024-01-09,GOOGL,-1.0
2024-01-09,META,-0.66
2024-01-09,MSFT,-0.55
2024-01-09,TSLA,-0.33
2024-01-10,AAPL,-0.5
2024-01-10,AMZN,-0.734
2024-01-10,MSFT,0.0
2024-01-10,NVDA,-1.0
2024-01-10,TSLA,-0.33
2024-01-11,AAPL,-0.5533333333333333
2024-01-11,AMZN,-0.16666666666666666
2024-01-11,GOOGL,-1.0
2024-01-11,MSFT,-0.33499999999999996
2024-01-11,NVDA,-1.0
2024-01-11,TSLA,-0.7766666666666667
2024-01-12,AAPL,0.0
2024-01-12,TSLA,-1.0
2024-01-16,AAPL,-0.6655555555555556
2024-01-16,AMZN,1.0
2024-01-16,GOOGL,-1.0
2024-01-16,MSFT,-0.2
2024-01-16,NVDA,-1.0
2024-01-16,TSLA,-0.5533333333333333
2024-01-17,AAPL,-0.7216666666666667
2024-01-17,AMZN,-1.0
2024-01-17,GOOGL,0.0
2024-01-17,META,-1.0
2024-01-17,MSFT,1.0
2024-01-17,TSLA,-0.7766666666666667
2024-01-18,AAPL,-0.16999999999999998
2024-01-18,AMZN,-0.75
2024-01-18,GOOGL,0.0
2024-01-18,META,-0.44333333333333336
2024-01-18,MSFT,0.66
2024-01-18,NVDA,-1.0
2024-01-18,TSLA,-0.5533333333333333
2024-01-19,AAPL,-0.48000000000000004
2024-01-19,AMZN,-1.0
2024-01-19,GOOGL,0.0
2024-01-19,MSFT,-1.0
2024-01-22,AAPL,-1.0
2024-01-22,AMZN,-0.2233333333333333
2024-01-22,GOOGL,-1.0
2024-01-22,META,-0.33
2024-01-22,TSLA,0.0
2024-01-23,AAPL,-1.850371707708594e-17
2024-01-23,AMZN,-1.0
2024-01-23,MSFT,-0.33
2024-01-23,NVDA,0.0
2024-01-23,TSLA,-1.0
2024-01-24,AAPL,-0.5
2024-01-24,GOOGL,0.165
2024-01-24,MSFT,0.0
2024-01-24,TSLA,-0.332
2024-01-25,AAPL,-0.665
2024-01-25,AMZN,0.0
2024-01-25,GOOGL,0.33499999999999996
2024-01-25,MSFT,-1.0
2024-01-25,TSLA,-0.46466666666666673
2024-01-26,AAPL,-0.665
2024-01-26,AMZN,0.0
2024-01-26,GOOGL,-0.3325
2024-01-26,MSFT,-0.6666666666666666
2024-01-26,TSLA,-0.665
2024-01-30,GOOGL,-1.0
2024-01-31,GOOGL,-0.41500000000000004
2024-01-31,META,-0.6666666666666666
2024-01-31,MSFT,0.25
2024-01-31,TSLA,-0.7842857142857144
2024-02-01,AAPL,-0.4757142857142857
2024-02-01,AMZN,-0.36272727272727273
2024-02-01,GOOGL,-0.5
2024-02-01,META,-0.534
2024-02-01,MSFT,0.44
2024-02-01,NVDA,0.0
2024-02-01,TSLA,-0.7075
2024-02-02,AAPL,-0.16375
2024-02-02,AMZN,0.25
2024-02-02,META,0.7200000000000001
2024-02-02,MSFT,-1.0
2024-02-02,TSLA,-0.88
2024-02-05,AAPL,-0.198
2024-02-05,AMZN,-0.4
2024-02-05,META,-1.0
2024-02-05,NVDA,0.0
2024-02-05,TSLA,-0.5
2024-02-06,AMZN,-0.3333333333333333
2024-02-06,GOOGL,-1.0
2024-02-06,META,-0.7766666666666667
2024-02-07,AAPL,-1.0
